personID|Name
173154|"founder"
1599717|"employee"
1590295|"board_member"
500972|"board_member"
920970|"employee"
435931|"advisor"
119877|"advisor"
1145237|"founder"
566948|"attorney"
32442|"advisor"
32440|"founder"
12655|"founder"
1571240|"founder"
559219|"past_investor"
510764|"founder"
235985|"founder"
510554|"founder"
607819|"past_investor"
438893|"partner"
1482225|"advisor"
114750|"founder"
1479653|"founder"
348656|"past_investor"
274921|"founder"
521451|"founder"
272116|"board_member"
1514037|"employee"
144243|"past_investor"
62508|"past_investor"
644522|"past_investor"
296862|"past_investor"
352729|"past_investor"
196133|"past_investor"
503781|"past_investor"
558407|"past_investor"
303017|"past_investor"
97106|"attorney"
314006|"board_member"
272350|"employee"
17334|"advisor"
520227|"founder"
1016882|"past_investor"
520422|"past_investor"
520213|"past_investor"
441066|"founder"
522186|"past_investor"
81224|"founder"
1500161|"advisor"
85902|"advisor"
85436|"founder"
316347|"founder"
338995|"founder"
20135|"advisor"
9206|"advisor"
11450|"advisor"
8524|"advisor"
12177|"advisor"
256955|"employee"
851952|"advisor"
257059|"employee"
256509|"past_investor"
273188|"employee"
33473|"attorney"
145985|"advisor"
74|"advisor"
1322227|"board_member"
1322226|"board_member"
311121|"board_member"
836647|"attorney"
283412|"board_member"
169256|"advisor"
199185|"employee"
256796|"founder"
614061|"advisor"
48607|"founder"
674474|"advisor"
19268|"employee"
400056|"past_investor"
754259|"employee"
3321|"advisor"
423610|"past_investor"
540780|"past_investor"
541609|"past_investor"
415312|"past_investor"
226031|"past_investor"
298729|"past_investor"
304237|"past_investor"
218627|"past_investor"
468693|"past_investor"
36253|"employee"
26227|"past_investor"
172880|"past_investor"
49340|"past_investor"
139091|"past_investor"
105472|"past_investor"
59243|"past_investor"
174449|"past_investor"
99073|"past_investor"
147405|"past_investor"
43153|"past_investor"
7312|"past_investor"
10409|"past_investor"
31174|"past_investor"
735|"past_investor"
11234|"past_investor"
5773|"advisor"
53953|"advisor"
1419031|"current_investor"
1419028|"current_investor"
1646280|"current_investor"
1365313|"past_investor"
1360306|"board_member"
1358181|"board_member"
990445|"employee"
908346|"employee"
1041713|"employee"
539433|"board_member"
908344|"board_member"
946954|"past_investor"
908323|"past_investor"
545706|"past_investor"
523500|"employee"
637526|"employee"
637524|"employee"
637517|"past_investor"
637515|"past_investor"
543232|"past_investor"
637505|"past_investor"
546486|"past_investor"
544133|"past_investor"
546518|"past_investor"
550925|"past_investor"
546756|"past_investor"
544193|"past_investor"
539431|"past_investor"
539651|"past_investor"
199118|"past_investor"
539428|"past_investor"
541269|"past_investor"
539537|"past_investor"
539384|"employee"
539633|"employee"
529118|"past_investor"
529121|"employee"
531368|"employee"
273701|"employee"
161537|"founder"
332928|"board_member"
326712|"employee"
16669|"advisor"
527880|"advisor"
350243|"advisor"
1176527|"board_member"
228173|"attorney"
409751|"advisor"
868247|"customer"
369392|"employee"
346331|"advisor"
257306|"attorney"
345156|"board_member"
345384|"board_member"
346362|"board_member"
345458|"board_member"
345667|"advisor"
345946|"past_investor"
345507|"past_investor"
345684|"past_investor"
346560|"past_investor"
352331|"employee"
345425|"employee"
1173096|"board_member"
268658|"board_member"
1173078|"employee"
1173047|"employee"
935055|"employee"
935052|"employee"
935050|"employee"
106358|"advisor"
268782|"founder"
22035|"advisor"
850840|"board_member"
484785|"founder"
881521|"employee"
3834|"attorney"
484653|"founder"
484654|"founder"
484585|"founder"
541795|"board_member"
691046|"advisor"
578110|"advisor"
493158|"attorney"
461724|"advisor"
385529|"employee"
386013|"advisor"
385518|"advisor"
335034|"employee"
333467|"employee"
232317|"advisor"
232173|"founder"
220136|"employee"
205549|"employee"
204267|"attorney"
199208|"employee"
199213|"founder"
96198|"founder"
680035|"employee"
638157|"customer"
638155|"customer"
638153|"customer"
524804|"founder"
524825|"customer"
524423|"customer"
524410|"customer"
524870|"customer"
532802|"customer"
522492|"employee"
1088823|"board_member"
128594|"board_member"
431736|"board_member"
469529|"board_member"
150183|"past_investor"
411129|"past_investor"
83952|"past_investor"
848|"customer"
55791|"customer"
256584|"customer"
414000|"customer"
184413|"customer"
153299|"customer"
4720|"customer"
510829|"employee"
28467|"advisor"
256869|"founder"
1076022|"attorney"
99528|"advisor"
598487|"past_investor"
611309|"past_investor"
598486|"advisor"
598485|"advisor"
105988|"attorney"
334381|"employee"
34325|"employee"
334045|"founder"
1113317|"advisor"
1023876|"employee"
1053816|"employee"
1025150|"past_investor"
57936|"past_investor"
379798|"founder"
111229|"founder"
1022518|"past_investor"
1022521|"current_investor"
1022623|"current_investor"
1022512|"current_investor"
420180|"current_investor"
421867|"current_investor"
423497|"current_investor"
424446|"current_investor"
1022500|"current_investor"
1022498|"current_investor"
421687|"current_investor"
1022489|"current_investor"
423261|"current_investor"
422379|"current_investor"
373221|"current_investor"
1022477|"current_investor"
423353|"current_investor"
417976|"current_investor"
729483|"current_investor"
1022469|"current_investor"
729452|"current_investor"
421753|"current_investor"
1019884|"employee"
1019810|"employee"
533777|"employee"
729481|"past_investor"
729463|"past_investor"
44088|"board_member"
535133|"past_investor"
534457|"past_investor"
424236|"past_investor"
424392|"past_investor"
424448|"past_investor"
424587|"past_investor"
424230|"past_investor"
424221|"past_investor"
421857|"customer"
426802|"customer"
422123|"past_investor"
421675|"advisor"
166453|"advisor"
410064|"employee"
39003|"advisor"
178623|"attorney"
379597|"current_investor"
1011978|"past_investor"
1011991|"past_investor"
1011972|"past_investor"
167480|"past_investor"
775708|"employee"
78499|"past_investor"
802892|"employee"
754302|"past_investor"
534289|"employee"
692980|"past_investor"
677512|"past_investor"
512528|"past_investor"
580797|"past_investor"
212136|"employee"
552539|"past_investor"
274169|"past_investor"
459373|"past_investor"
518033|"past_investor"
263953|"past_investor"
182463|"past_investor"
439800|"past_investor"
193382|"past_investor"
252138|"advisor"
221595|"advisor"
495166|"past_investor"
476494|"past_investor"
465869|"past_investor"
185334|"past_investor"
10053|"past_investor"
470053|"past_investor"
468244|"past_investor"
468576|"past_investor"
220419|"past_investor"
212296|"board_member"
467257|"past_investor"
463645|"employee"
76358|"attorney"
424247|"past_investor"
378342|"employee"
64806|"advisor"
378790|"past_investor"
378341|"employee"
273774|"past_investor"
274134|"past_investor"
213082|"employee"
213295|"attorney"
217705|"attorney"
59575|"advisor"
213208|"employee"
212544|"employee"
212156|"employee"
212160|"employee"
214859|"past_investor"
213986|"past_investor"
212449|"past_investor"
997712|"customer"
997710|"customer"
138446|"employee"
138367|"founder"
27192|"advisor"
676393|"attorney"
996144|"advisor"
365649|"advisor"
363149|"advisor"
236382|"founder"
1015026|"advisor"
334340|"past_investor"
333607|"past_investor"
338278|"founder"
333610|"founder"
1200710|"past_investor"
464940|"advisor"
32481|"advisor"
967902|"past_investor"
545461|"founder"
967876|"board_member"
47685|"advisor"
545116|"founder"
516170|"past_investor"
707115|"employee"
600157|"past_investor"
244589|"past_investor"
312141|"employee"
311635|"past_investor"
375893|"attorney"
105188|"past_investor"
188156|"employee"
57760|"founder"
948401|"past_investor"
952098|"advisor"
417268|"founder"
88575|"advisor"
39522|"advisor"
9646|"founder"
466390|"founder"
347972|"employee"
218331|"advisor"
937977|"past_investor"
915593|"employee"
329937|"advisor"
45874|"founder"
615605|"partner"
589361|"employee"
7395|"partner"
455521|"past_investor"
432421|"past_investor"
432415|"past_investor"
68774|"past_investor"
407950|"past_investor"
188343|"past_investor"
296054|"advisor"
59219|"past_investor"
29675|"attorney"
432701|"advisor"
498594|"advisor"
924969|"employee"
924968|"employee"
303433|"founder"
908962|"employee"
924952|"employee"
419091|"founder"
342088|"past_investor"
933273|"past_investor"
89850|"past_investor"
413868|"employee"
313962|"advisor"
414860|"past_investor"
333604|"advisor"
412232|"employee"
412838|"employee"
412310|"employee"
133130|"past_investor"
345001|"advisor"
343047|"employee"
342233|"employee"
657256|"employee"
534744|"founder"
519479|"past_investor"
623740|"past_investor"
623739|"past_investor"
623736|"past_investor"
623734|"past_investor"
623733|"past_investor"
623732|"past_investor"
623730|"past_investor"
623729|"past_investor"
623728|"past_investor"
623726|"past_investor"
390998|"past_investor"
519057|"past_investor"
519165|"past_investor"
520248|"past_investor"
57065|"past_investor"
519805|"past_investor"
518567|"past_investor"
518823|"past_investor"
520522|"past_investor"
147309|"advisor"
407945|"employee"
391261|"founder"
886823|"employee"
885628|"past_investor"
640094|"current_investor"
58636|"attorney"
640030|"advisor"
640027|"advisor"
640023|"advisor"
71338|"founder"
868394|"attorney"
868388|"attorney"
868379|"founder"
468884|"founder"
401275|"employee"
382885|"founder"
247747|"founder"
57730|"employee"
22368|"advisor"
445843|"founder"
817370|"employee"
296067|"board_member"
296441|"employee"
507921|"past_investor"
506093|"past_investor"
504998|"past_investor"
346571|"employee"
469191|"past_investor"
468501|"employee"
401416|"past_investor"
400134|"past_investor"
374990|"past_investor"
374804|"past_investor"
102143|"past_investor"
346723|"past_investor"
467606|"past_investor"
346587|"employee"
3072|"past_investor"
265472|"advisor"
208176|"board_member"
10379|"board_member"
271080|"advisor"
296572|"employee"
296515|"founder"
1483932|"employee"
1483930|"employee"
1270675|"employee"
1334497|"employee"
1334493|"employee"
1334486|"employee"
1334484|"employee"
455383|"founder"
446361|"employee"
43882|"past_investor"
31179|"past_investor"
419706|"past_investor"
419684|"employee"
419664|"employee"
419649|"founder"
1470136|"employee"
237424|"employee"
233348|"founder"
90253|"advisor"
275169|"board_member"
244088|"employee"
238792|"employee"
1078262|"current_investor"
281464|"current_investor"
287044|"current_investor"
300608|"current_investor"
948831|"current_investor"
948828|"current_investor"
441534|"current_investor"
487110|"advisor"
486951|"past_investor"
487040|"past_investor"
281354|"past_investor"
464313|"past_investor"
468669|"past_investor"
281299|"past_investor"
281349|"past_investor"
288257|"board_member"
464240|"board_member"
464590|"past_investor"
469345|"past_investor"
469286|"past_investor"
465219|"past_investor"
304115|"past_investor"
184|"advisor"
281457|"board_member"
32619|"advisor"
254735|"founder"
619832|"attorney"
27999|"past_investor"
619797|"founder"
425807|"founder"
421685|"founder"
420455|"founder"
173860|"attorney"
568460|"founder"
524494|"founder"
266077|"advisor"
652247|"employee"
810382|"employee"
525831|"partner"
527323|"founder"
203376|"employee"
533634|"employee"
753840|"founder"
582585|"customer"
582522|"founder"
1546111|"founder"
288452|"founder"
664091|"advisor"
664090|"employee"
447848|"founder"
500385|"founder"
500213|"founder"
440625|"past_investor"
176520|"advisor"
282620|"employee"
254273|"founder"
38132|"advisor"
12047|"past_investor"
2099|"past_investor"
257841|"founder"
133518|"founder"
125716|"past_investor"
276866|"board_member"
60196|"board_member"
89546|"board_member"
414986|"board_member"
414988|"board_member"
414956|"board_member"
422500|"employee"
415322|"founder"
657286|"founder"
659681|"founder"
657111|"founder"
656930|"founder"
656929|"founder"
630674|"employee"
541820|"advisor"
667362|"board_member"
57459|"advisor"
417608|"past_investor"
656250|"employee"
617040|"founder"
87696|"founder"
453469|"founder"
662853|"advisor"
662822|"past_investor"
392249|"past_investor"
655211|"employee"
485662|"founder"
485850|"founder"
384251|"founder"
654770|"founder"
654343|"founder"
654074|"founder"
654054|"founder"
653039|"founder"
653779|" Turkish Classifieds"
653658|"founder"
653406|"founder"
702642|"past_investor"
700959|"past_investor"
653282|"past_investor"
653279|"attorney"
653275|"advisor"
653256|"founder"
653226|"founder"
653133|"founder"
653129|"current_investor"
384639|"board_member"
596949|"founder"
651859|"founder"
651802|"founder"
651718|"employee"
42412|"employee"
651732|"founder"
651735|"board_member"
651758|"employee"
651756|"employee"
651754|"employee"
651682|"employee"
372363|"founder"
651579|"founder"
651477|"founder"
651381|"founder"
651216|"founder"
651200|"founder"
650491|"founder"
650482|"founder"
650471|"founder"
650395|"employee"
650297|"employee"
647351|"founder"
54636|"employee"
504944|"past_investor"
650151|"past_investor"
473|"current_investor"
438158|"current_investor"
94998|"current_investor"
311257|"current_investor"
37433|"current_investor"
439568|"current_investor"
3430|"current_investor"
138840|"employee"
78630|"employee"
135562|"employee"
48191|"employee"
78366|"employee"
143570|"employee"
184408|"employee"
84294|"founder"
53962|"founder"
363518|"employee"
429199|"past_investor"
38402|"past_investor"
1521|"advisor"
11142|"past_investor"
301203|"past_investor"
111041|"attorney"
252659|"employee"
206337|"past_investor"
138168|"employee"
20032|"employee"
197934|"past_investor"
194724|"past_investor"
151762|"employee"
188832|"past_investor"
188321|"past_investor"
52626|"employee"
85051|"past_investor"
32726|"past_investor"
134631|"advisor"
27625|"past_investor"
13347|"past_investor"
8519|"advisor"
91564|"past_investor"
71802|"past_investor"
32858|"past_investor"
92475|"advisor"
3415|"past_investor"
84014|"advisor"
53786|"advisor"
8578|"advisor"
11517|"advisor"
8356|"founder"
638549|"founder"
657393|"founder"
649201|"founder"
637795|"founder"
120717|"past_investor"
212291|"employee"
212359|"advisor"
648296|"founder"
286120|"founder"
647902|"incubator"
647885|"past_investor"
647567|"board_member"
770812|"employee"
758120|"advisor"
233169|"advisor"
664781|"current_investor"
647700|"attorney"
27945|"advisor"
651818|"employee"
651711|"employee"
647568|"founder"
480723|"founder"
646387|"founder"
646708|"past_investor"
646772|"founder"
646732|"founder"
528803|"founder"
47187|"founder"
634460|"founder"
1548334|"advisor"
268953|"advisor"
293013|"past_investor"
159779|"employee"
664259|"founder"
645942|"founder"
645914|"founder"
645466|"founder"
93943|"founder"
644139|"employee"
644253|"employee"
37011|"advisor"
305033|"founder"
68346|"founder"
282365|"founder"
643519|"founder"
268588|"founder"
234874|"employee"
657836|"past_investor"
649777|"employee"
657833|"past_investor"
643358|"partner"
643354|"partner"
643351|"founder"
355055|"founder"
764515|"employee"
644507|"board_member"
133435|"board_member"
642970|"advisor"
642968|"advisor"
642966|"employee"
642963|"employee"
642961|"employee"
642960|"employee"
642959|"employee"
642958|"employee"
642957|"employee"
642956|"employee"
642953|"past_investor"
642952|"past_investor"
642946|"employee"
641438|"employee"
578720|"current_investor"
642851|"founder"
642682|"attorney"
642677|"founder"
642667|"founder"
680218|"founder"
642660|"employee"
613396|"founder"
642371|"founder"
649095|"employee"
599114|"founder"
380654|"past_investor"
626450|"founder"
551477|"founder"
658632|"advisor"
632195|"founder"
618104|"employee"
630854|"founder"
639565|"founder"
639184|"founder"
327688|"employee"
827597|"employee"
639106|"founder"
639104|"founder"
639089|"founder"
637836|"founder"
635049|"founder"
637320|"advisor"
260480|"founder"
320145|"founder"
637216|"founder"
631690|"board_member"
640856|"board_member"
640854|"board_member"
640852|"board_member"
640851|"board_member"
636925|"employee"
636923|"employee"
634028|"founder"
185834|"board_member"
431854|"board_member"
636968|"attorney"
636966|"advisor"
636963|"advisor"
636956|"advisor"
636865|"past_investor"
636871|"employee"
636868|"employee"
380858|"employee"
375515|"employee"
636145|"founder"
636034|"employee"
271775|"founder"
635862|"founder"
635828|"employee"
630710|"founder"
614327|"founder"
180810|"advisor"
470956|"board_member"
459455|"board_member"
470979|"board_member"
329117|"board_member"
264451|"attorney"
442359|"employee"
225141|"employee"
329337|"employee"
635012|"attorney"
635006|"advisor"
634999|"advisor"
588236|"partner"
634660|"founder"
634568|"founder"
633154|"board_member"
1180620|"past_investor"
632481|"founder"
177944|"founder"
631877|"board_member"
631907|"founder"
631738|"employee"
170809|"attorney"
1327219|"employee"
631730|"founder"
606902|"founder"
611396|"founder"
299294|"founder"
630266|"founder"
630271|"founder"
630222|"founder"
761189|"board_member"
604636|"founder"
271804|"employee"
1039626|"employee"
1029022|"employee"
310814|"past_investor"
629206|"board_member"
419123|"employee"
628680|"board_member"
1672379|"employee"
628671|"employee"
632683|"employee"
628668|"employee"
628695|"founder"
1012413|"employee"
129|"current_investor"
628697|"founder"
628681|"advisor"
628661|"founder"
628540|"founder"
1295201|"employee"
1118801|"past_investor"
403151|"employee"
58982|"advisor"
1166929|"founder"
643390|"past_investor"
486527|"advisor"
951485|"board_member"
682720|"attorney"
63216|"employee"
898699|"employee"
644905|"advisor"
627947|"founder"
627897|"founder"
626910|"founder"
626882|"founder"
626487|"employee"
626523|"founder"
626376|"founder"
625918|"founder"
625903|"founder"
625621|"founder"
625489|"employee"
625572|"employee"
625389|"founder"
171898|"founder"
624943|"employee"
624942|"employee"
620996|"founder"
623439|"employee"
400684|"founder"
622752|"employee"
622747|"employee"
622736|"customer"
622728|"customer"
267023|"past_investor"
400845|"board_member"
400760|"board_member"
401361|"advisor"
401149|"employee"
401245|"employee"
624074|"founder"
623981|"founder"
624009|"founder"
623441|"founder"
623385|"employee"
623384|"employee"
623382|"partner"
543642|"board_member"
544136|"advisor"
622924|"founder"
585623|"founder"
622702|"founder"
311573|"board_member"
622214|"employee"
622210|"employee"
621930|"employee"
621882|"founder"
621896|"employee"
297758|"founder"
557916|"advisor"
147730|"advisor"
845727|"advisor"
332492|"attorney"
875225|"advisor"
875217|"advisor"
59551|"founder"
620793|"founder"
620625|"employee"
620497|"founder"
610517|"founder"
581835|"founder"
853625|"founder"
565203|"founder"
619842|"employee"
117868|"past_investor"
619769|"founder"
357890|"founder"
619524|"founder"
619418|"founder"
23701|"founder"
563982|"founder"
619342|"employee"
619217|"employee"
619211|"employee"
1231013|"customer"
384335|"founder"
1202883|"employee"
645661|"customer"
454769|"customer"
571429|"customer"
540840|"founder"
292278|"customer"
102880|"customer"
143925|"customer"
2627|"customer"
170128|"customer"
23933|"customer"
89567|"customer"
327759|"customer"
654560|"employee"
540831|"customer"
542013|"employee"
542913|"employee"
540377|"past_investor"
484740|"employee"
712658|"employee"
166586|"advisor"
618520|"employee"
3484|"advisor"
618381|"advisor"
618373|"advisor"
618366|"employee"
273433|"founder"
618029|"founder"
618026|"founder"
618023|"founder"
617987|"founder"
617860|"founder"
617735|"founder"
889892|"current_investor"
21920|"advisor"
38567|"advisor"
617487|"founder"
323554|"founder"
249940|"founder"
572840|"employee"
219010|"founder"
620981|"employee"
617164|"employee"
617162|"founder"
617161|"founder"
178075|"founder"
591281|"employee"
395235|"current_investor"
617134|"board_member"
617131|"advisor"
617129|"founder"
617127|"founder"
301540|"founder"
639213|"employee"
638790|"founder"
638788|"founder"
616724|"founder"
616598|"employee"
616591|"founder"
616473|"founder"
615841|"founder"
615832|"founder"
1362024|"founder"
615630|"founder"
615056|"founder"
625278|"employee"
615055|"founder"
617756|"employee"
617755|"employee"
612620|"employee"
617725|"partner"
614885|"employee"
614872|"founder"
614863|"founder"
614780|"founder"
614591|"founder"
608408|"founder"
342534|"founder"
9636|"founder"
613933|"founder"
613898|"past_investor"
613890|"founder"
608704|"founder"
613803|"founder"
613588|"founder"
740713|"current_investor"
740692|"current_investor"
740690|"current_investor"
612808|"past_investor"
621100|"past_investor"
621013|"attorney"
612852|"employee"
333497|"advisor"
612850|"advisor"
612863|"board_member"
612811|"board_member"
612762|"past_investor"
612649|"founder"
612571|"founder"
612357|"employee"
612325|"founder"
508974|"advisor"
624243|"employee"
1203387|"employee"
1193575|"advisor"
224655|"advisor"
571655|"founder"
612225|"founder"
612012|"founder"
611550|"founder"
610280|"founder"
585391|"founder"
611161|"founder"
611139|"advisor"
611095|"founder"
667760|"employee"
232428|"employee"
667727|"advisor"
610990|"founder"
610474|"founder"
21003|"founder"
610055|"founder"
199030|"founder"
257395|"founder"
377935|"founder"
377850|"founder"
198892|"founder"
327127|"advisor"
609977|"advisor"
608998|"founder"
609578|"board_member"
609656|"advisor"
609612|"attorney"
470278|"founder"
609054|"employee"
609036|"advisor"
609026|"partner"
31770|"partner"
608888|"founder"
608491|"founder"
608238|"employee"
31364|"founder"
607277|"founder"
607308|"founder"
607193|"employee"
606232|"founder"
197712|"advisor"
607113|"founder"
606946|"founder"
606903|"current_investor"
138841|"current_investor"
615059|"founder"
606250|"employee"
606249|"employee"
602824|"founder"
606048|"founder"
605995|"founder"
605989|"past_investor"
606016|"employee"
606015|"employee"
606013|"employee"
606010|"employee"
606007|"employee"
606004|"employee"
606002|"employee"
606000|"employee"
605999|"employee"
605996|"founder"
605994|"employee"
605991|"employee"
558703|"founder"
605853|"founder"
605206|"founder"
537673|"advisor"
605104|"advisor"
605100|"founder"
603238|"founder"
604992|"founder"
484443|"founder"
604724|"founder"
604706|"past_investor"
157254|"partner"
165951|"attorney"
407615|"board_member"
598184|"founder"
616427|"attorney"
146061|"board_member"
584665|"board_member"
196204|"board_member"
584656|"employee"
584654|"employee"
604073|"founder"
519397|"founder"
604069|"founder"
604068|"founder"
604051|"founder"
157354|"founder"
603919|"founder"
603878|"founder"
603560|"founder"
413901|"founder"
122790|"board_member"
562052|"board_member"
2034|"board_member"
202141|"attorney"
603307|"founder"
560057|"founder"
192918|"employee"
31187|"employee"
309939|"past_investor"
312569|"past_investor"
24135|"advisor"
182064|"attorney"
516855|"founder"
511560|"founder"
602538|"founder"
602483|"founder"
602220|"founder"
602090|"employee"
602099|"founder"
602097|"founder"
602070|"founder"
403099|"past_investor"
109351|"attorney"
4457|"incubator"
280231|"employee"
91983|"advisor"
96811|"advisor"
106783|"founder"
106763|"founder"
601700|"past_investor"
601827|"founder"
601626|"founder"
601279|"employee"
601247|"founder"
601244|"past_investor"
601193|"founder"
600987|"founder"
600891|"current_investor"
600652|"founder"
600761|"employee"
600798|"founder"
600808|"founder"
595145|"board_member"
600800|"board_member"
632261|"partner"
621926|"employee"
628968|"employee"
626646|"employee"
626464|"employee"
600802|"founder"
601175|"founder"
596802|"employee"
332614|"employee"
600117|"founder"
589550|"founder"
599535|"founder"
206615|"founder"
536291|"founder"
591141|"founder"
400042|"founder"
597602|"founder"
593729|"founder"
596960|"past_investor"
597208|"board_member"
597207|"founder"
596947|"founder"
549168|"advisor"
596833|"founder"
596831|"founder"
596139|"founder"
596081|"founder"
596054|"founder"
595017|"founder"
253841|"founder"
594444|"employee"
594427|"employee"
73166|"advisor"
593962|"founder"
593959|"founder"
593913|"founder"
593512|"founder"
593366|"board_member"
593335|"advisor"
593332|"employee"
593326|"founder"
592579|"employee"
592534|"founder"
592433|"employee"
584243|"founder"
285959|"founder"
282439|"founder"
590849|"employee"
591258|"founder"
91342|"founder"
591201|"founder"
591171|"founder"
478682|"founder"
590551|"founder"
590591|"founder"
12467|"attorney"
590232|"founder"
52086|"founder"
590061|"founder"
590032|"founder"
967887|"advisor"
589906|"founder"
396622|"founder"
589089|"founder"
45346|"founder"
604584|"founder"
602221|"employee"
600600|"founder"
600591|"partner"
600589|"partner"
589093|"founder"
589068|"founder"
588930|"partner"
588929|"advisor"
588902|"founder"
579031|"founder"
588504|"founder"
395830|"founder"
588252|"employee"
588200|"founder"
445816|"employee"
298671|"board_member"
587970|"founder"
587533|"founder"
587449|"partner"
68808|"advisor"
170301|"past_investor"
447913|"current_investor"
156385|"past_investor"
12116|"past_investor"
555449|"advisor"
555397|"founder"
540305|"founder"
15236|"past_investor"
350947|"founder"
184691|"founder"
271929|"founder"
275279|"founder"
588075|"customer"
588074|"customer"
587071|"board_member"
586843|"board_member"
594672|"founder"
586508|"founder"
586618|"customer"
588384|"employee"
586684|"employee"
586152|"founder"
586034|"founder"
586461|"founder"
155680|"founder"
595068|"advisor"
423113|"founder"
585542|"founder"
584923|"founder"
588476|"employee"
585599|"board_member"
402637|"past_investor"
349425|"employee"
518232|"founder"
585309|"founder"
156350|"founder"
584337|"founder"
581051|"founder"
585900|"employee"
156713|"founder"
121392|"founder"
584162|"founder"
1093805|"employee"
586667|"advisor"
583862|"founder"
104576|"founder"
583690|"founder"
87219|"employee"
583360|"founder"
997353|"advisor"
7067|"advisor"
307151|"founder"
582566|"founder"
464525|"founder"
131575|"founder"
582486|"founder"
582189|"founder"
266791|"founder"
581913|"founder"
581508|"board_member"
581514|"board_member"
581543|"board_member"
581481|"board_member"
567075|"employee"
581273|"founder"
392339|"founder"
581254|"founder"
582517|"founder"
100496|"founder"
581230|"founder"
336580|"employee"
342179|"founder"
578717|"founder"
857832|"employee"
580438|"founder"
580184|"founder"
579967|"founder"
579805|"founder"
579856|"acquirer"
579877|"founder"
595045|"employee"
584651|"founder"
187835|"founder"
579381|"founder"
578896|"founder"
580635|"partner"
578833|"founder"
581382|"employee"
578599|"employee"
578433|"founder"
577294|"employee"
577852|"founder"
299465|"founder"
616637|"advisor"
578337|"founder"
575583|"founder"
577662|"founder"
577100|"employee"
577235|"founder"
69085|"founder"
577487|"founder"
377772|"founder"
577444|"employee"
753251|"founder"
577418|"founder"
577354|"founder"
577024|"founder"
576981|"founder"
576591|"employee"
552641|"founder"
576490|"founder"
576472|"founder"
587831|"founder"
576379|"founder"
286928|"founder"
576055|"employee"
577785|"employee"
578883|"employee"
577726|"employee"
575943|"founder"
186941|"founder"
575806|"founder"
575719|"employee"
239717|"employee"
112729|"founder"
580529|"advisor"
575232|"attorney"
581657|"board_member"
277880|"board_member"
575252|"employee"
575287|"employee"
575207|"founder"
575199|"founder"
575122|"founder"
575056|"founder"
574989|"founder"
574960|"founder"
575589|"attorney"
578418|"advisor"
584376|"advisor"
575489|"advisor"
575250|"advisor"
575296|"advisor"
574979|"employee"
574931|"founder"
574897|"founder"
574751|"founder"
574692|"founder"
575490|"employee"
578702|"founder"
573602|"employee"
574873|"employee"
574431|"founder"
573964|"founder"
314223|"founder"
324233|"founder"
572111|"board_member"
574199|"employee"
573103|"founder"
573127|"founder"
104698|"founder"
588043|"advisor"
573673|"founder"
100992|"founder"
572802|"founder"
572875|"founder"
572860|"founder"
1131098|"employee"
289804|"founder"
745941|"founder"
543584|"founder"
