personID|Twitter_Followers
450587|11-100
450534|1-10
218614|11-100
451880|1-10
450495|1-10
37813|101-500
450344|11-100
452165|1-10
450222|11-100
450210|1-10
443754|1-10
409727|1-10
449582|1-10
450158|1-10
450097|1-10
450090|11-100
450720|1-10
450077|1-10
450061|11-100
449916|1-10
450903|1-10
449898|11-100
83420|1001-5000
117651|501-1000
128395|11-100
449766|11-100
617778|1-10
450170|11-100
452734|11-100
449709|11-100
449783|1-10
293406|101-500
449490|11-100
449504|1-10
175233|11-100
449362|1-10
448626|1-10
435607|101-500
159453|1-10
65794|101-500
444703|1-10
448988|1-10
448945|1-10
448772|1-10
127085|11-100
532993|101-500
89361|11-100
692207|1-10
1231811|1-10
132648|101-500
445675|11-100
1086545|1-10
416502|11-100
414915|1-10
27432|11-100
2186|501-1000
220164|11-100
448205|11-100
448234|11-100
448204|11-100
448040|11-100
452685|1-10
177289|1-10
447997|1-10
447980|1-10
194523|1-10
471293|1-10
465639|11-100
359390|11-100
342524|11-100
379797|11-100
446055|1-10
447949|1-10
21467|11-100
456601|1-10
265414|11-100
451386|1-10
447729|1-10
447819|1-10
447759|1-10
447735|1-10
38226|11-100
472087|1-10
447717|11-100
447710|1-10
450036|1-10
447526|1-10
447209|11-100
447497|11-100
447634|1-10
448341|11-100
449631|11-100
447473|1-10
107104|11-100
514412|11-100
275397|101-500
447431|1-10
243980|101-500
235063|11-100
333000|11-100
447039|1-10
317918|101-500
434248|1-10
365036|11-100
868436|11-100
517166|1-10
516266|1-10
356938|11-100
252243|101-500
653294|1-10
718235|1-10
454470|1-10
463879|1-10
446460|1-10
425764|1-10
446467|1-10
470062|1-10
470443|1-10
471418|11-100
446580|1-10
447110|1-10
443985|11-100
446589|1-10
446420|1-10
446480|1-10
446347|11-100
446356|1-10
446305|1-10
442895|1-10
364224|101-500
488061|1-10
196025|1-10
260140|11-100
195652|1-10
447415|1-10
446176|11-100
446153|1-10
792996|1-10
480805|1-10
446156|1-10
230690|11-100
230685|11-100
245588|101-500
373761|101-500
250818|11-100
80665|11-100
80531|11-100
80560|11-100
445629|1-10
68287|11-100
446387|1-10
436720|11-100
445124|1-10
446269|1-10
449929|1-10
441493|11-100
295472|11-100
446220|1-10
445946|1-10
383600|1-10
446258|1-10
445772|1-10
274890|1-10
445665|1-10
445558|1-10
445552|11-100
444483|1-10
473873|1-10
290750|11-100
447139|1-10
446704|11-100
261340|11-100
445260|1-10
445243|11-100
445211|1-10
511750|11-100
329899|11-100
445139|1-10
216668|11-100
363165|1-10
44675|1-10
289438|11-100
1197676|1-10
906149|1-10
906146|1-10
906145|1-10
906141|1-10
906140|1-10
726144|1-10
726101|1-10
445220|11-100
15218|11-100
444793|1-10
444919|1-10
445099|1-10
445334|1-10
444807|1-10
446257|1-10
445418|1-10
444774|11-100
444661|1-10
118231|1-10
117457|11-100
444574|1-10
241534|11-100
429195|11-100
444876|11-100
42464|11-100
31533|11-100
110950|11-100
444306|11-100
278209|101-500
444310|1-10
444085|1-10
444203|1-10
443976|1-10
122446|11-100
443877|1-10
304793|1-10
443748|11-100
99119|1-10
443732|1-10
99114|1-10
99105|101-500
443687|1-10
134451|11-100
133417|11-100
443661|1-10
443646|1-10
443313|11-100
490478|1-10
212741|11-100
146030|11-100
221427|11-100
443506|1-10
443904|1-10
313738|1-10
443502|11-100
444451|1-10
443476|1-10
443417|1-10
880696|1-10
439643|11-100
468575|11-100
443693|11-100
443452|11-100
209629|11-100
64360|101-500
229927|11-100
8344|11-100
463707|1-10
247166|101-500
269814|11-100
710795|1-10
4523|501-1000
443123|11-100
443032|1-10
443041|1-10
442962|1-10
640884|1-10
636260|1-10
443189|11-100
451343|11-100
408720|1-10
441147|11-100
441997|11-100
442954|1-10
442827|11-100
442905|11-100
442903|11-100
443065|1-10
442920|1-10
442835|1-10
449637|1-10
443367|1-10
442716|1-10
442854|1-10
442590|1-10
442717|1-10
443444|11-100
442580|11-100
442724|1-10
442530|1-10
1015182|1-10
1015169|1-10
462602|1-10
453185|1-10
442523|1-10
442431|11-100
442258|1-10
442236|1-10
140351|101-500
271755|1-10
207912|11-100
154090|101-500
207445|11-100
442193|1-10
128968|101-500
48602|11-100
444720|1-10
442849|1-10
442112|1-10
442107|1-10
442077|11-100
442018|11-100
441917|1-10
441866|11-100
131591|101-500
107159|101-500
10665|501-1000
430989|11-100
430786|11-100
431277|11-100
441657|1-10
441620|11-100
441489|1-10
418302|1-10
416386|11-100
441479|11-100
441451|1-10
280526|1-10
441292|1-10
441264|1-10
461232|11-100
441903|1-10
441849|1-10
388033|11-100
441143|11-100
441442|1-10
441475|1-10
441279|1-10
441353|1-10
441204|1-10
441242|11-100
441233|1-10
275282|11-100
441060|11-100
440619|1-10
441061|1-10
441033|11-100
441011|1-10
440074|11-100
476553|1-10
439796|101-500
440176|1-10
440862|11-100
440818|1-10
440884|11-100
440963|11-100
440831|1-10
244394|11-100
440875|11-100
78095|501-1000
361793|101-500
29014|11-100
453268|11-100
453026|11-100
452799|11-100
96263|101-500
440720|1-10
67499|11-100
441111|1-10
440453|1-10
443200|1-10
37258|101-500
440219|11-100
440243|11-100
440468|1-10
440165|11-100
437273|1-10
440279|1-10
417899|11-100
440235|1-10
439910|1-10
428497|11-100
439792|11-100
452515|1-10
439777|1-10
441205|1-10
442088|11-100
439755|11-100
439637|11-100
439425|11-100
439567|1-10
439405|1-10
439339|1-10
439312|1-10
437895|1-10
437688|11-100
439294|1-10
439120|11-100
439126|1-10
240203|101-500
429759|11-100
440837|1-10
439091|1-10
439068|11-100
442826|1-10
438089|1-10
437469|11-100
437267|11-100
437952|1-10
437956|11-100
439066|1-10
439053|11-100
438957|1-10
51662|1-10
434508|1-10
131834|11-100
361424|11-100
438808|1-10
106116|11-100
452113|1-10
438606|1-10
1117976|1-10
438567|1-10
439793|1-10
438463|11-100
326420|11-100
116998|101-500
104834|1-10
438352|1-10
438334|1-10
438309|1-10
438229|1-10
560053|1-10
455190|11-100
435658|11-100
441875|1-10
441589|11-100
438148|11-100
402285|101-500
440902|1-10
438645|1-10
438085|11-100
438013|1-10
437943|1-10
437873|1-10
437716|1-10
437672|11-100
437671|1-10
437652|1-10
438404|11-100
318286|11-100
437610|11-100
437585|1-10
437559|11-100
592480|1-10
592384|1-10
443793|1-10
442281|1-10
43687|101-500
437473|1-10
100418|11-100
437353|1-10
439163|11-100
437208|11-100
436984|1-10
292811|1-10
436795|1-10
436865|11-100
436853|1-10
436762|1-10
437962|11-100
439765|11-100
102535|11-100
153016|11-100
435717|101-500
420100|101-500
422170|11-100
422139|11-100
160125|11-100
421811|11-100
16547|5000+
80274|101-500
89587|101-500
75872|11-100
422081|11-100
436962|1-10
61266|1-10
437974|11-100
90168|101-500
430608|1-10
436687|1-10
437097|1-10
192311|11-100
436648|11-100
335991|11-100
63112|11-100
115197|101-500
436821|1-10
436449|11-100
436138|1-10
480589|11-100
442219|1-10
435716|1-10
435560|1-10
419861|11-100
27005|501-1000
142863|1-10
419882|11-100
419551|11-100
143975|11-100
128686|11-100
187017|101-500
232258|1-10
436040|11-100
435986|11-100
166408|1-10
434807|1-10
316493|11-100
316328|11-100
312146|1-10
295051|11-100
435828|11-100
435735|1-10
435730|1-10
435657|11-100
435436|1-10
166750|1-10
435269|1-10
435229|1-10
435198|1-10
435386|1-10
435503|11-100
435262|11-100
435241|11-100
435543|11-100
435284|1-10
435263|11-100
435290|1-10
430750|101-500
453207|11-100
81319|101-500
441329|1-10
439996|1-10
439994|1-10
439691|1-10
439886|1-10
211960|1-10
442094|1-10
436779|1-10
435033|11-100
434728|1-10
434685|11-100
434694|11-100
434986|1-10
435081|1-10
210268|11-100
209576|11-100
209551|1-10
23690|101-500
435625|11-100
430399|1-10
434992|1-10
434936|1-10
436790|1-10
434923|1-10
394309|11-100
17679|11-100
167870|11-100
146639|101-500
434738|11-100
434674|1-10
434645|1-10
434553|1-10
435054|1-10
385536|1-10
434542|11-100
3027|1-10
128506|11-100
68295|11-100
594240|1-10
594238|1-10
59909|101-500
14770|1001-5000
434408|101-500
111843|11-100
539921|1-10
538034|1-10
434228|1-10
434199|1-10
434220|1-10
434172|11-100
6876|501-1000
351622|11-100
438029|1-10
438414|1-10
438905|1-10
438267|1-10
433928|11-100
432383|1-10
1225150|1-10
178630|501-1000
157193|101-500
594284|11-100
68717|11-100
435176|1-10
70464|101-500
434329|1-10
433855|11-100
620004|1-10
507727|1-10
434644|1-10
433701|11-100
428268|1-10
436163|1-10
499047|1-10
498278|1-10
498257|1-10
500607|1-10
437996|1-10
106795|101-500
123697|101-500
436403|1-10
433691|11-100
433768|1-10
145431|1-10
473142|1-10
433640|1-10
433606|1-10
433604|1-10
433504|1-10
433327|1-10
275810|11-100
280786|1-10
112337|1001-5000
274894|11-100
275760|1-10
275070|11-100
275783|1-10
275745|1-10
433239|1-10
416173|11-100
433085|1-10
433015|1-10
432990|1-10
219793|11-100
431782|1-10
360288|11-100
432952|1-10
432905|1-10
432858|1-10
432680|1-10
51667|1-10
452913|11-100
432539|1-10
68436|101-500
432401|11-100
432724|1-10
430588|1-10
432315|1-10
432301|11-100
436990|1-10
432286|1-10
432188|11-100
431369|11-100
432230|1-10
432857|1-10
432859|1-10
432004|1-10
431998|1-10
431955|1-10
431851|11-100
178476|101-500
420296|11-100
420660|11-100
431689|1-10
431646|1-10
431578|1-10
431537|1-10
60943|5000+
300546|11-100
23550|11-100
431658|1-10
321345|101-500
431357|1-10
344192|11-100
344100|11-100
344015|1-10
431475|1-10
431492|1-10
432582|1-10
431465|1-10
431464|1-10
431625|1-10
430483|11-100
431602|11-100
55513|101-500
431418|1-10
691885|1-10
431407|1-10
421820|1-10
421530|11-100
432293|1-10
431498|1-10
431321|11-100
461199|1-10
424879|11-100
222711|101-500
431326|11-100
189659|101-500
604266|11-100
68913|101-500
105|1001-5000
431366|11-100
431339|1-10
432215|1-10
431316|11-100
431390|1-10
432162|1-10
431327|1-10
358838|1-10
431388|1-10
431322|1-10
431300|1-10
442081|1-10
427829|11-100
126756|5000+
430935|11-100
432202|1-10
430166|11-100
431013|11-100
426104|1-10
432344|1-10
431129|1-10
430848|1-10
430852|1-10
432938|11-100
405668|1-10
430729|1-10
432943|1-10
430663|1-10
430643|11-100
430631|11-100
430861|1-10
430616|11-100
433081|1-10
364698|11-100
322678|1-10
430433|1-10
330424|11-100
347546|11-100
427611|11-100
419348|1-10
419401|11-100
145182|11-100
431081|1-10
431980|1-10
430821|1-10
431247|1-10
431835|1-10
433411|1-10
431615|1-10
430506|1-10
430678|1-10
431384|1-10
431890|1-10
431779|1-10
431117|1-10
596924|1-10
587610|1-10
430340|11-100
421575|1-10
430329|1-10
418491|11-100
1081113|1-10
1076500|1-10
430127|11-100
430142|1-10
439865|1-10
171915|11-100
576431|1-10
324801|1-10
429998|11-100
429971|1-10
429956|1-10
429930|1-10
429918|1-10
429896|1-10
429827|11-100
429741|11-100
429736|1-10
429720|1-10
429700|1-10
429599|1-10
431086|11-100
429573|1-10
429517|1-10
429824|1-10
430249|1-10
250190|11-100
429739|1-10
429443|11-100
57414|101-500
400148|1-10
5104|11-100
398946|1-10
221394|1-10
211879|1-10
217684|1-10
326404|1-10
246000|101-500
180077|1-10
429333|11-100
433626|1-10
429343|11-100
429073|1-10
82332|101-500
614388|1-10
485268|11-100
429033|101-500
428962|11-100
428963|11-100
136568|101-500
351858|11-100
429067|1-10
429068|1-10
465173|1-10
428906|11-100
105923|11-100
428766|1-10
434924|1-10
281654|1-10
428656|11-100
444811|11-100
435069|11-100
413453|11-100
285260|101-500
42463|101-500
414502|11-100
414391|11-100
428475|1-10
428481|11-100
428463|1-10
427894|11-100
428405|1-10
421691|11-100
428421|11-100
414730|11-100
428126|1-10
428118|1-10
488268|1-10
491596|1-10
489241|1-10
428044|11-100
427991|1-10
429734|1-10
427903|1-10
427735|1-10
427937|1-10
431643|11-100
34984|11-100
42676|101-500
427779|11-100
427726|11-100
427684|11-100
418969|11-100
427673|1-10
327|1001-5000
427456|1-10
36794|101-500
143197|11-100
346208|1-10
428335|11-100
268748|11-100
427240|1-10
427197|1-10
427503|1-10
427176|11-100
427130|1-10
435289|11-100
437711|11-100
430662|11-100
430669|1-10
427549|11-100
426760|11-100
426983|1-10
428932|1-10
428729|11-100
427054|11-100
428736|11-100
427049|1-10
444748|1-10
436605|1-10
346509|1-10
427026|11-100
287108|11-100
426966|1-10
426867|1-10
1171918|1-10
541975|11-100
66215|101-500
248398|101-500
1536|1001-5000
66175|101-500
427119|1-10
426872|1-10
426040|11-100
426707|1-10
426638|1-10
152599|11-100
426593|11-100
426504|1-10
335472|11-100
334672|11-100
426144|11-100
426121|11-100
426141|11-100
433322|1-10
432411|11-100
363253|11-100
433278|11-100
381894|11-100
739147|1-10
128116|11-100
164468|11-100
426091|11-100
426056|11-100
425937|1-10
290660|11-100
651824|11-100
135019|101-500
142335|101-500
425923|11-100
205207|11-100
269513|101-500
102256|101-500
419921|1-10
425775|1-10
425142|1-10
425635|11-100
385268|11-100
454091|11-100
248167|101-500
422247|1-10
422210|1-10
422038|1-10
422194|1-10
422075|1-10
422041|11-100
424918|1-10
422035|11-100
422534|1-10
422013|11-100
422034|1-10
422011|11-100
470780|1-10
424297|1-10
424833|1-10
421979|1-10
421977|1-10
421932|11-100
343058|101-500
458532|11-100
218739|101-500
346816|1-10
294798|101-500
50646|1001-5000
421824|11-100
421799|1-10
421766|11-100
697331|1-10
697329|1-10
320767|101-500
421715|11-100
204751|501-1000
421679|11-100
422236|1-10
421619|1-10
421618|1-10
421464|1-10
421473|1-10
1710529|1-10
1710533|1-10
432444|1-10
19171|11-100
420301|1-10
421239|1-10
336509|1-10
39793|501-1000
158592|11-100
14067|11-100
1399728|11-100
934363|1-10
1289775|1-10
34035|101-500
756216|1-10
206899|11-100
432663|11-100
421188|11-100
421165|1-10
438741|1-10
430293|1-10
44963|101-500
418692|11-100
424185|11-100
421908|11-100
422662|11-100
415130|1-10
420043|1-10
420830|1-10
423632|11-100
420829|1-10
420826|11-100
420925|1-10
180078|101-500
420757|5000+
410708|1-10
80626|1-10
426251|11-100
45557|11-100
420707|11-100
420711|1-10
330746|101-500
420561|1-10
4567|101-500
419130|11-100
646054|1-10
420486|11-100
421351|1-10
420511|1-10
420351|1-10
413890|11-100
413230|1-10
431261|1-10
276468|11-100
540584|11-100
420281|11-100
587493|1-10
992466|1-10
420262|11-100
463146|11-100
462120|1-10
414336|11-100
416459|11-100
422526|1-10
421987|1-10
421904|1-10
422148|1-10
421900|1-10
422532|11-100
273600|11-100
341077|1-10
268712|11-100
421650|1-10
419925|1-10
420116|1-10
420137|1-10
264993|1-10
419833|1-10
684826|1-10
420256|1-10
419822|11-100
446505|1-10
420014|11-100
420213|1-10
421757|1-10
419789|1-10
419767|1-10
392571|101-500
803680|1-10
158891|11-100
28271|101-500
157496|11-100
419751|11-100
419824|11-100
419735|101-500
466287|1-10
306699|1-10
359849|1-10
426109|11-100
178067|101-500
419449|11-100
419447|1-10
419389|1-10
419372|11-100
39502|101-500
462901|1-10
419354|1-10
177135|11-100
419069|11-100
419637|1-10
266628|101-500
166378|501-1000
47311|11-100
23138|501-1000
174586|501-1000
221295|101-500
218099|11-100
419260|1-10
91794|1-10
419149|1-10
418987|1-10
418927|1-10
418904|11-100
418851|1-10
417088|11-100
418226|1-10
426432|1-10
423513|1-10
417595|1-10
419746|1-10
417583|1-10
419435|1-10
418793|1-10
418757|1-10
418732|1-10
494685|1-10
491964|1-10
490948|1-10
418750|1-10
418615|11-100
45489|11-100
394314|11-100
418372|1-10
418370|11-100
418330|11-100
418309|1-10
21957|501-1000
425552|1-10
418118|11-100
418139|1-10
418110|11-100
420934|1-10
418067|11-100
418161|1-10
465526|1-10
418015|1-10
727675|1-10
417913|11-100
418056|1-10
281509|11-100
417828|1-10
946|1001-5000
409266|11-100
277892|11-100
417781|11-100
417636|1-10
417605|1-10
177437|11-100
417663|1-10
413367|1-10
413403|11-100
417587|1-10
417493|1-10
625615|1-10
417489|11-100
417570|11-100
417624|11-100
417571|11-100
417639|11-100
417635|11-100
417496|11-100
535552|1-10
428654|1-10
431716|1-10
442507|1-10
428712|1-10
432488|11-100
429344|1-10
428783|1-10
428500|1-10
409288|11-100
409652|1-10
428004|1-10
417394|1-10
417331|1-10
417342|11-100
417272|1-10
417361|1-10
417356|1-10
414594|1-10
417590|1-10
417143|11-100
417330|1-10
417039|11-100
417059|1-10
417025|1-10
416980|11-100
416966|1-10
415789|1-10
644399|1-10
648223|1-10
647635|1-10
416863|11-100
1317334|1-10
416883|11-100
416811|1-10
416721|11-100
102468|11-100
416776|1-10
416733|11-100
416711|1-10
416640|1-10
416651|1-10
308796|1-10
8563|501-1000
5759|101-500
430187|1-10
300126|101-500
421723|11-100
28691|101-500
97977|101-500
123794|501-1000
13727|501-1000
416443|11-100
418045|11-100
683897|1-10
683892|1-10
416511|11-100
416434|1-10
416455|1-10
416393|11-100
416431|11-100
416588|1-10
435021|11-100
437547|1-10
416698|1-10
416467|1-10
416394|11-100
416380|1-10
632811|11-100
415687|11-100
416345|11-100
416280|1-10
901253|1-10
416176|11-100
416146|11-100
417530|1-10
416085|1-10
416005|11-100
416886|1-10
415965|1-10
76116|11-100
231386|101-500
56823|101-500
363240|11-100
227029|101-500
416010|11-100
415680|1-10
415521|11-100
415490|1-10
344099|11-100
415289|11-100
423603|1-10
406339|11-100
415106|1-10
38979|11-100
420450|1-10
446214|1-10
415069|1-10
78205|11-100
415041|1-10
414996|1-10
415371|1-10
415014|1-10
413985|1-10
414062|11-100
414830|11-100
492904|1-10
210675|11-100
414826|1-10
415370|1-10
414810|1-10
390111|11-100
492764|1-10
533449|1-10
337065|11-100
414747|1-10
410961|1-10
72491|101-500
450476|1-10
414716|11-100
414660|1-10
414982|1-10
429141|1-10
417923|11-100
415398|11-100
414664|1-10
114680|1-10
414613|5000+
415045|1-10
414573|1-10
407713|1-10
414435|1-10
252901|11-100
32072|11-100
414189|101-500
414776|11-100
414145|1-10
413736|11-100
413013|1-10
413963|1-10
30090|501-1000
453272|11-100
214575|11-100
321925|101-500
273246|501-1000
313807|11-100
384414|11-100
464262|11-100
414131|1-10
414173|11-100
425862|1-10
416442|1-10
417383|1-10
415784|11-100
413867|11-100
426644|1-10
416984|1-10
346338|11-100
414281|1-10
413695|1-10
414100|11-100
413670|11-100
154167|1-10
413470|11-100
197008|1-10
621751|1-10
196949|11-100
413404|1-10
413164|11-100
361940|11-100
432399|1-10
413142|11-100
412901|1-10
411154|1-10
414387|1-10
412888|1-10
412853|11-100
483078|11-100
627460|11-100
429154|11-100
394989|101-500
382223|101-500
412737|11-100
412673|101-500
412487|1-10
412460|1-10
262268|11-100
416399|11-100
412425|11-100
417750|11-100
412519|1-10
412736|11-100
412408|1-10
402009|11-100
412256|1-10
413325|1-10
412187|11-100
412234|1-10
412156|1-10
410918|11-100
412243|1-10
421497|11-100
422079|1-10
427790|1-10
427784|1-10
421666|11-100
412052|11-100
421897|1-10
425387|1-10
424810|11-100
412072|11-100
421937|11-100
421328|5000+
412049|1-10
412020|1-10
411985|1-10
53230|11-100
426719|1-10
412672|1-10
421301|1-10
410963|11-100
411866|1-10
412070|1-10
411796|1-10
493026|1-10
495859|1-10
30242|1-10
492214|1-10
497542|1-10
494737|1-10
478562|1-10
482936|1-10
483687|1-10
27345|11-100
411708|11-100
411452|11-100
411870|1-10
411545|1-10
71562|1001-5000
407826|101-500
98149|1001-5000
89215|1001-5000
418167|11-100
429963|101-500
87172|101-500
403010|11-100
91786|501-1000
56295|101-500
404383|101-500
54780|1001-5000
149281|501-1000
498|5000+
415325|11-100
411963|101-500
414542|11-100
411758|11-100
411745|11-100
411784|11-100
219|5000+
409761|501-1000
139|5000+
319020|11-100
151272|501-1000
82186|101-500
88937|1001-5000
532|5000+
114|5000+
91667|101-500
105871|1-10
104202|11-100
8444|1001-5000
411634|1-10
407426|1-10
411487|101-500
380964|1-10
380929|11-100
23867|501-1000
474253|1-10
474404|1-10
478378|1-10
411474|1-10
412111|1-10
270054|11-100
411408|11-100
390591|1-10
411280|1-10
1655|11-100
64335|501-1000
411359|11-100
353586|11-100
413323|11-100
411262|11-100
411245|101-500
117845|101-500
411197|11-100
46223|11-100
411173|11-100
213766|11-100
507686|1-10
443547|11-100
507731|1-10
414285|1-10
412306|1-10
414752|1-10
410865|11-100
1059297|1-10
625452|1-10
625475|1-10
410623|11-100
625471|1-10
411431|1-10
222029|1-10
410751|1-10
410654|1-10
411134|1-10
410431|1-10
423003|1-10
411194|1-10
410564|1-10
419146|1-10
410417|11-100
410599|1-10
410415|11-100
1173386|1-10
1173380|1-10
1173374|1-10
1001307|1-10
410300|11-100
220853|101-500
148187|11-100
412663|11-100
414347|1-10
410569|1-10
410827|1-10
411756|11-100
409470|1-10
410298|1-10
410160|1-10
354077|101-500
415339|1-10
105548|501-1000
408020|11-100
411506|1-10
407430|101-500
409817|1-10
197166|11-100
409384|1-10
410344|1-10
409689|11-100
409609|11-100
382639|1-10
298675|1-10
409550|11-100
409545|11-100
409530|1-10
409219|11-100
409210|11-100
195463|1-10
409192|1-10
409139|1-10
408978|1-10
132070|101-500
408644|1-10
231416|101-500
706089|11-100
58407|1001-5000
456416|101-500
66437|101-500
126662|501-1000
45319|101-500
442320|11-100
295629|501-1000
323355|11-100
408646|11-100
408449|101-500
408821|11-100
2883|11-100
408445|11-100
408432|11-100
408447|11-100
132599|1001-5000
127863|11-100
308717|11-100
223068|11-100
408373|1-10
178065|5000+
408699|11-100
317106|101-500
408353|1-10
408322|1-10
404227|11-100
396632|11-100
408229|1-10
408182|1-10
407889|11-100
319375|1-10
409622|1-10
408781|1-10
390479|11-100
55528|501-1000
407978|11-100
6270|1001-5000
397438|1-10
190538|11-100
108457|101-500
287738|1-10
82203|501-1000
263617|11-100
223951|11-100
1390|5000+
223774|11-100
223653|1-10
18834|1001-5000
407884|1-10
417502|11-100
410073|11-100
408331|11-100
408537|11-100
408065|1-10
220195|1-10
407914|11-100
407828|1-10
307645|1-10
353626|1-10
90611|11-100
1251810|1-10
23797|101-500
442287|1-10
118474|11-100
440709|101-500
407055|11-100
33304|101-500
407551|11-100
408402|11-100
406179|11-100
407482|101-500
407542|11-100
407624|1-10
408419|1-10
407536|1-10
407612|1-10
407535|1-10
407502|11-100
4223|101-500
407216|1-10
432257|11-100
267153|101-500
407474|11-100
272131|501-1000
407220|1-10
408202|1-10
408626|1-10
407301|1-10
283351|1-10
283177|1-10
407179|11-100
154396|1-10
407128|11-100
408215|1-10
71344|11-100
408733|1-10
407166|1-10
408216|1-10
407311|1-10
407113|101-500
407102|1-10
407023|1-10
406109|1-10
420954|1-10
407014|1-10
406945|1-10
402705|11-100
406794|11-100
399416|11-100
406763|1-10
102858|11-100
406738|101-500
406744|1-10
689621|1-10
406603|1-10
406566|1-10
406536|1-10
107414|11-100
406463|1-10
406481|11-100
338556|11-100
436845|1-10
406372|1-10
406371|1-10
184649|101-500
51882|101-500
1033576|1-10
406037|11-100
155612|11-100
400408|1-10
13512|5000+
405508|1-10
405488|11-100
854565|1-10
795530|1-10
795528|1-10
415157|1-10
420361|1-10
265103|11-100
169252|11-100
183646|11-100
405589|11-100
412816|1-10
404112|11-100
408384|11-100
405287|11-100
420221|1-10
405230|1-10
405238|1-10
405207|11-100
405162|1-10
405371|1-10
332049|11-100
405018|1-10
404887|11-100
404843|1-10
407702|1-10
275598|5000+
404813|11-100
406270|1-10
403878|11-100
404651|1-10
404803|1-10
404564|11-100
404688|1-10
344596|11-100
400677|1-10
405619|1-10
404443|1-10
469348|1-10
469349|1-10
404231|1-10
397431|11-100
196043|11-100
2609|11-100
120568|1-10
404209|1-10
406343|1-10
127210|11-100
510788|11-100
347605|11-100
347773|101-500
8131|1001-5000
166248|11-100
347795|1-10
346786|11-100
348080|11-100
322041|11-100
46238|101-500
31025|501-1000
270343|11-100
244428|101-500
36407|501-1000
47437|101-500
104403|101-500
179229|11-100
4193|1001-5000
99946|101-500
441443|11-100
439029|11-100
180308|101-500
152832|11-100
161447|11-100
137100|101-500
484243|1-10
404070|5000+
403867|1-10
404995|1-10
403965|5000+
984790|1-10
283892|11-100
217432|11-100
617221|1-10
283907|1-10
403791|101-500
403486|1-10
402848|1-10
403494|1-10
273927|11-100
402991|11-100
408179|1-10
378364|11-100
278591|11-100
383426|11-100
405333|1-10
405323|1-10
405659|1-10
226454|1-10
403324|1-10
400037|1-10
314074|11-100
403263|11-100
403247|1-10
427120|1-10
396103|11-100
403231|11-100
403129|1-10
396033|11-100
399203|1-10
402905|1-10
546|1001-5000
403694|1-10
403420|1-10
402920|1-10
402921|11-100
402736|1-10
318134|1-10
65796|501-1000
53666|101-500
402624|11-100
389933|11-100
401006|1-10
402568|5000+
401204|1-10
7506|101-500
402394|1-10
402337|1-10
403796|1-10
53382|101-500
402343|11-100
402170|1-10
402002|1-10
74929|11-100
109528|11-100
3552|1-10
4316|1-10
404090|11-100
403879|11-100
401793|11-100
401717|11-100
402473|1-10
402476|1-10
404683|1-10
402715|1-10
406855|1-10
412126|1-10
404946|1-10
115506|11-100
401523|1-10
401461|1-10
401449|1-10
401383|1-10
401464|1-10
401495|1-10
399970|11-100
401234|11-100
401652|11-100
84590|101-500
401286|11-100
495525|11-100
398634|11-100
414195|11-100
404187|1-10
404332|1-10
401830|1-10
401053|11-100
404904|1-10
401154|1-10
28239|1-10
396552|11-100
728|1001-5000
403095|1-10
403684|11-100
401220|1-10
401063|1-10
401067|11-100
401120|1-10
50261|1-10
50193|101-500
442777|1-10
402344|1-10
400866|1-10
134641|11-100
401853|1-10
400902|1-10
400950|1-10
258716|11-100
73152|101-500
415047|1-10
400935|1-10
400651|101-500
147351|11-100
313844|1-10
314251|11-100
400554|11-100
400568|1-10
400543|1-10
382287|11-100
239281|101-500
328653|11-100
209475|11-100
461046|11-100
413340|1-10
400400|11-100
305869|11-100
400193|1-10
400174|1-10
149870|1-10
149866|1-10
400127|11-100
420886|1-10
399555|1-10
399651|1-10
399578|1-10
399562|1-10
6754|501-1000
249760|11-100
1217597|1-10
880809|1-10
462745|11-100
1201473|1-10
399096|1-10
466253|1-10
399017|11-100
399009|1-10
401145|11-100
399901|11-100
399773|11-100
260785|501-1000
122468|11-100
508804|1-10
412587|1-10
410090|1-10
508420|11-100
505532|11-100
505576|1-10
505554|1-10
402660|1-10
400641|11-100
59828|11-100
398706|1-10
268559|1-10
458442|11-100
458482|1-10
458407|11-100
286269|11-100
398410|1-10
398349|1-10
398263|1-10
398193|11-100
386235|11-100
398188|1-10
741178|11-100
741170|1-10
548352|11-100
398153|11-100
398127|1-10
398181|1-10
239008|5000+
284627|1-10
397678|11-100
398211|1-10
397636|1-10
405002|1-10
396564|1-10
123087|11-100
397322|1-10
398062|1-10
397274|1-10
397245|1-10
397112|1-10
399669|1-10
396803|1-10
398337|1-10
396804|1-10
385133|1-10
391706|11-100
429128|1-10
397669|1-10
396925|1-10
392358|11-100
396024|11-100
396481|11-100
396447|1-10
396301|1-10
395750|1-10
396937|1-10
396059|11-100
395971|1-10
410324|1-10
399600|1-10
396684|11-100
395869|1-10
587522|1-10
363692|11-100
401741|11-100
401639|1-10
344223|11-100
291799|1-10
291801|1-10
291239|101-500
395690|11-100
395133|11-100
395373|1-10
167542|1-10
396137|11-100
395176|11-100
395201|1-10
395165|101-500
395127|11-100
263101|11-100
183651|11-100
129047|1-10
189523|1-10
7613|101-500
7650|1-10
184598|1-10
183998|1-10
183498|11-100
67730|101-500
14551|101-500
183871|1-10
15860|1-10
63670|101-500
183848|1-10
183500|11-100
61233|501-1000
365580|11-100
11892|101-500
363539|11-100
374333|101-500
394187|1-10
352267|1-10
393859|1-10
393851|1-10
